participant,group,condition,item_no,advTYPE,context_sentence,region1_text,region2_text,region3_text,region4_text,full_sentence,critical_token,R1_rt,R2_rt,R3_rt,R4_rt,R2_rt_resid,R3_rt_resid
7142485,Ebilinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,633.4,1048.2,945.6,1729.1,-268.64998117187247,-161.04533220884957
7142485,Ebilinguals,EN_Word_order,SadvPV_11,frequency,There are many ways to pay a bill.,The man, sometimes transferred, some money, with a mobile phone.,The man sometimes transferred some money with a mobile phone.,sometimes,598.2,1282.0,1166.8,1115.0,-167.32592033365245,50.05783104351485
7142485,Ebilinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,519.3,711.5,984.3,1360.4,-567.4997128399355,-132.44216895648515
7142485,Ebilinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,609.5,992.7,800.3,1072.9,-267.3745786739669,-326.53900570412065
7142485,Ebilinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,569.9,,1054.5,999.5,,-62.2421689564851
7142485,Ebilinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,922.6,1625.7,1079.9,1056.8,308.85001882812753,-16.64849546121377
7142485,Ebilinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,959.9,1366.0,882.5,1597.5,68.07515299409602,-214.04849546121386
7142485,Ebilinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,586.5,1047.1,905.2,1015.9,-250.82484700590408,-221.63900570412056
7142485,Ebilinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,725.9,973.8,947.5,906.7,-324.12484700590403,-189.43584245175634
7142485,Ebilinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,1044.2,829.8,940.3,999.6,-487.04998117187256,-186.53900570412065
7143076,Ebilinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,770.2,,,2743.8,,
7143076,Ebilinguals,FR_Word_order,SVadvP_22,manner,Enemies were approaching.,Harry, swang quickly, his wand, for an old spell.,Harry swang quickly his wand for an old spell.,quickly,1452.3,,,,,
7143076,Ebilinguals,EN_Word_order,SadvPV_26,manner,Nobody wanted to say a word.,The manager, suddenly shredded, the script paper, after the speech.,The manager suddenly shredded the script paper after the speech.,suddenly,1215.8,1763.2,,2404.2,389.57461633022194,
7143076,Ebilinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,646.2,1913.1,1448.2,1946.4,596.2500188281274,321.36099429587944
7143076,Ebilinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,1143.4,2027.8,2154.4,1635.6,729.875152994096,1047.7546677911505
7143076,Ebilinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,1162.1,2488.8,1415.9,2655.9,1171.9500188281277,309.2546677911505
7143076,Ebilinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,779.8000001,1303.7,1420.2,2052.0,5.775152994096061,283.2641575482437
7143076,Ebilinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,921.5,2310.0,2178.0,,955.2997504961904,1081.4515045387861
7143076,Ebilinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,1096.7,1687.6,1071.8,1003.6,332.89975049619034,-44.94216895648515
7143076,Ebilinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,1291.8,,1658.1,1117.8,,561.551504538786
7143076,Ebilinguals,FR_Word_order,SVadvP_08,frequency,Nobody knows how big their yard is.,The dog, catches usually, a frisbee, in the yard.,The dog catches usually a frisbee in the yard.,usually,1501.4,1441.7,1721.7,1112.0,105.924884662159,615.0546677911505
7143076,Ebilinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,969.7,,1277.7,1540.4,,130.6673208006082
7143076,Ebilinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,597.6,2462.7,1328.1,1372.6,1145.8500188281273,231.55150453878605
7143076,Ebilinguals,EN_Word_order,SadvPV_31,manner,Everybody was watching the show.,The policeman, suddenly entered, the hall, through a window.,The policeman suddenly entered the hall through a window.,suddenly,,1728.0,998.3,1507.9,373.2997504961904,-98.2484954612139
7143076,Ebilinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,651.0,1475.1,842.4,842.2,101.4746163302218,-254.14849546121388
7143076,Ebilinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,1235.8,1090.6,1337.0,1273.1,-207.32484700590408,210.1609942958794
7143076,Ebilinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,583.9,1887.2,873.1999999,958.8,589.2751529940961,-243.54216905648514
7143076,Ebilinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,730.3,1442.1,1635.1,1268.0,144.17515299409592,498.16415754824357
7143076,Ebilinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,728.0,1695.2,1091.6,1205.0,359.424884662159,-25.142168956485193
7143076,Ebilinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,1208.6,1228.6,943.0,1202.0,-69.32484700590408,-163.6453322088496
7143076,Ebilinguals,EN_Word_order,SadvPV_11,frequency,There are many ways to pay a bill.,The man, sometimes transferred, some money, with a mobile phone.,The man sometimes transferred some money with a mobile phone.,sometimes,608.4,,832.6999999,884.6,,-284.04216905648514
7143076,Ebilinguals,EN_Word_order,SadvPV_29,manner,Nobody was listening to the host speaking.,The boy, quietly sent, an email, through his phone.,The boy quietly sent an email through his phone.,quietly,594.6999999,1959.9,965.1,912.6,680.9002871600646,-131.44849546121384
7143076,Ebilinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,1237.8,1457.4,959.6,1213.0,159.4751529940961,-136.94849546121384
7143076,Ebilinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,678.5,1445.3,,2479.3,166.3002871600645,
7143076,Ebilinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,1151.6,999.6999999,646.7,1249.5,-317.14998127187255,-480.13900570412056
7143076,Ebilinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,1094.8,,1194.9,783.4,,57.96415754824375
7143710,Monolinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,,1762.9,,1793.5,446.0500188281276,
7143710,Monolinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,1139.6,1057.1,1283.7,1339.9,-221.89971283993555,166.95783104351494
7143710,Monolinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,782.1,2488.9,1033.8,1566.0,1172.0500188281276,-62.748495461213906
7143710,Monolinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,875.8,1035.4,1044.8,1102.4,-262.5248470059039,-92.13584245175639
7143710,Monolinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,545.4,847.4,792.1999999,1591.8,-450.524847005904,-314.44533230884963
7143710,Monolinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,551.0999999,1803.6,,,524.6002871600645,
7143710,Monolinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,1403.4,811.4,1474.9,1244.2,-486.524847005904,348.0609942958795
7143710,Monolinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,593.5,1201.5,1066.0,984.9,-96.42484700590398,-60.83900570412061
7143710,Monolinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,959.2,969.4,586.7,1098.3,-404.2253836697781,-509.8484954612138
7143710,Monolinguals,FR_Word_order,SVadvP_22,manner,Enemies were approaching.,Harry, swang quickly, his wand, for an old spell.,Harry swang quickly his wand for an old spell.,quickly,534.3000001,1216.1,2310.2,1524.4,-81.82484700590408,1213.651504538786
7143710,Monolinguals,FR_Word_order,SVadvP_02,frequency,It is funny to talk about someone's habits.,Mary, cleans always, her backpack, after school.,Mary cleans always her backpack after school.,always,640.5999999,2444.1,1506.5,1549.5,1146.175152994096,369.56415754824366
7143710,Monolinguals,FR_Word_order,SVadvP_08,frequency,Nobody knows how big their yard is.,The dog, catches usually, a frisbee, in the yard.,The dog catches usually a frisbee in the yard.,usually,,,2249.3,1208.0,,1142.6546677911506
7143710,Monolinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,628.1,786.1,1138.1,2011.8,-568.6002495038096,41.55150453878605
7143710,Monolinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,797.7,1261.5,733.1999999,1759.2,-55.349981171872514,-393.63900580412064
7143710,Monolinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,717.8,2197.9,1118.5,1456.4,937.8254213260332,-8.33900570412061
7143710,Monolinguals,EN_Word_order,SadvPV_13,frequency,It is exhausting to drive for a whole day.,That driver, often drinks, some wine, after coming home.,That driver often drinks some wine after coming home.,often,585.3,743.4,891.1999999,1128.5,-535.5997128399355,-215.44533230884963
7143710,Monolinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,565.2,967.1,2053.0,1185.9,-330.82484700590396,916.0641575482437
7143710,Monolinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,630.6,2230.5,1128.8,974.4,932.575152994096,22.15466779115036
